CdAbi,CdCab,cabSportello,cabLocalita,cabProv,ANKEY,cabFiliale
,,,NULL,NULL,,NULL
00000,,,NULL,NULL,,NULL
00000,00000,,NULL,NULL,00000,NULL
00701,02400,,NULL,NULL,02400,NULL
01005,,,NULL,NULL,,NULL
01005,00000,,NULL,NULL,00000,NULL
01005,00944,"CASALECCHIO DI RENO",BOLOGNA,BO,0100500944,0944
01005,01000,DIP.IMOLA,IMOLA,BO,0100501000,1000
01005,01406,"VIA TORTI (GENOVA)",GENOVA,GE,0100501406,1406
01005,01412,AG.GENOVA,GENOVA,GE,0100501412,1412
01005,01576,AG.RIVAROLO,GENOVA,GE,0100501576,1576
01005,01601,"FIL.CORSO XII MARZO",MILANO,MI,0100501601,1601
01005,01612,AG.FILZI,MILANO,MI,0100501612,1612
01005,01615,"AG.PIAZZA NAPOLI",MILANO,MI,0100501615,1615
01005,01616,"AG.N.16 MILANO",MILANO,MI,0100501616,1616
01005,02000,FIL.VENEZIA,VENEZIA,VE,0100502000,2000
01005,02400,"DIP. DI BOLOGNA",BOLOGNA,BO,0100502400,2400
01005,02402,"AG. VIA SAFFI",BOLOGNA,BO,0100502402,2402
01005,02403,"AG. VIA MARCONI",BOLOGNA,BO,0100502403,2403
01005,02404,"AG. P.ZZA UNITA'1",BOLOGNA,BO,0100502404,2404
01005,02406,"AG.VIA LOMBARDIA",BOLOGNA,BO,0100502406,2406
01005,02407,"AG.VIA MALVOLTI",BOLOGNA,BO,0100502407,2407
01005,02408,"FIL. VIA BERTINI 1",BOLOGNA,BO,0100502408,2408
01005,02410,"BOLOGNA AG.9",BOLOGNA,BO,0100502410,2410
01005,02411,"BOLOGNA AG.10",BOLOGNA,BO,0100502411,2411
01005,02412,"VIA EMILIA PONENTE",BOLOGNA,BO,0100502412,2412
01005,02420,"FIL.N.467 VIA E.LEVA",BOLOGNA,BO,0100502420,2420
01005,02598,"AG.VIA MASSARENTI 22",BOLOGNA,BO,0100502598,2598
01005,02599,SPORT.AUTOSTAZIONE,BOLOGNA,BO,0100502599,2599
01005,02800,"AG.P.ZA DELLA REPUB.",FIRENZE,FI,0100502800,2800
01005,02801,AG.FIRENZE,FIRENZE,FI,0100502801,2801
01005,03201,"P.ZZA EMANUELE",ROMA,RM,0100503201,3201
01005,03205,"AG.N.5 ROMA",ROMA,RM,0100503205,3205
01005,03210,"AG.10 ROMA",ROMA,RM,0100503210,3210
01005,03211,"AG.11 ROMA",ROMA,RM,0100503211,3211
01005,03216,"ROMA AG.N.16",ROMA,RM,0100503216,3216
01005,03217,"AG.32 V.FERRAIONI",ROMA,RM,0100503217,3217
01005,03220,"AG.20 ROMA",ROMA,RM,0100503220,3220
01005,03221,"AG.21 VIA TIBURTINA",ROMA,RM,0100503221,3221
01005,03226,"AG.N.26 ROMA",ROMA,RM,0100503226,3226
01005,03227,"AG.27 ROMA",ROMA,RM,0100503227,3227
01005,03229,"AG.N.29 ROMA",ROMA,RM,0100503229,3229
01005,03235,"AG.N.35 ROMA",ROMA,RM,0100503235,3235
01005,03237,"AG.N.31 ROMA",ROMA,RM,0100503237,3237
01005,03238,"AG.LIDO DI OSTIA",ROMA,RM,0100503238,3238
01005,03255,"AG.N.49 ROMA",ROMA,RM,0100503255,3255
01005,03342,"VIA G.RENI",ROMA,RM,0100503342,3342
01005,03345,"FIL. CORSINI",ROMA,RM,0100503345,3345
01005,03386,AG.ROMA,ROMA,RM,0100503386,3386
01005,03393,"AG.MIN.BENI CULTURAL",ROMA,RM,0100503393,3393
01005,03600,"FIL. L'AQUILA",L'AQUILA,AQ,0100503600,3600
01005,04005,"AG.BARI V.JACINI 34",BARI,BA,0100504005,4005
01005,04400,AG.CATANZARO,CATANZARO,CZ,0100504400,4400
01005,04801,"AGENZIA N.1 P.ITALIA",PIRRI,CA,0100504801,4801
01005,10400,AG.ALESSANDRIA,ALESSANDRIA,AL,0100510400,0400
01005,11500,"SEDE DI MANTOVA",MANTOVA,MN,0100511500,1500
01005,11708,"AG.N.7 VERONA",VERONA,VR,0100511708,1708
01005,11800,AG.VICENZA,VICENZA,VI,0100511800,1800
01005,12104,"PADOVA AG.4",PADOVA,PD,0100512104,2104
01005,12200,AG.ROVIGO,ROVIGO,RO,0100512200,2200
01005,12300,AG.UDINE,UDINE,UD,0100512300,2300
01005,12600,PIACENZA,PIACENZA,PC,0100512600,2600
01005,12701,"PARMA AGENZIA N.1",PARMA,PR,0100512701,2701
01005,12800,"SEDE REGGIO EMILIA","REGGIO EMILIA",RE,0100512800,2800
01005,12801,"RE AGENZIA N.1","REGGIO EMILIA",RE,0100512801,2801
01005,12900,AG.MODENA,MODENA,MO,0100512900,2900
01005,12901,"AG.1 MODENA",MODENA,MO,0100512901,2901
01005,12902,"AGENZIA 2 - MO EST",MODENA,MO,0100512902,2902
01005,13000,FIL.FERRARA,FERRARA,FE,0100513000,3000
01005,13001,"AG.VIA IV NOVEMBRE",FERRARA,FE,0100513001,3001
01005,13002,"FERRARA AG.N.2",FERRARA,FE,0100513002,3002
01005,13100,"AG.SEDE RAVENNA",RAVENNA,RA,0100513100,3100
01005,13196,"AG.N.1 RAVENNA",RAVENNA,RA,0100513196,3196
01005,13200,"FIL. DI FORLI'",FORLI',FC,0100513200,3200
01005,13201,"AGN.1 FORLI'",FORLI',FC,0100513201,3201
01005,13701,"LUCCA AG.N.1",LUCCA,LU,0100513701,3701
01005,14000,AG.PISA,PISA,PI,0100514000,4000
01005,15201,"AG.1 VIA BARATTA 78",SALERNO,SA,0100515201,5201
01005,15300,FIL.TERAMO,TERAMO,TE,0100515300,5300
01005,15700,FIL.FOGGIA,FOGGIA,FG,0100515700,5700
01005,15798,"FILIALE DI FOGGIA",FOGGIA,FG,0100515798,5798
01005,15801,"AG.6801 TARANTO",TARANTO,TN,0100515801,5801
01005,15802,"AG.2 TARANTO",TARANTO,TA,0100515802,5802
01005,16100,AG.MATERA,MATERA,MT,0100516100,6100
01005,16500,AG.MESSINA,MESSINA,ME,0100516500,6500
01005,21000,"FILIALE DI IMOLA",IMOLA,BO,0100521000,2100
01005,22300,"SEDE DI BIELLA",BIELLA,BL,0100522300,2300
01005,23900,AG.CESENA,CESENA,FC,0100523900,3900
01005,24100,"SEDE DI RICCIONE",RICCIONE,RN,0100524100,4100
01005,24200,AG.RIMINI,RIMINI,RN,0100524200,4200
01005,24202,"RIMINI AG.2",RIMINI,RN,0100524202,4202
01005,24300,"AGENZIA DI FANO",FANO,AN,0100524300,4300
01005,31870,AG.BUSALLA,BUSALLA,GE,0100531870,1870
01005,32110,AG.RAPALLO,RAPALLO,GE,0100532110,2110
01005,33380,AG.MELEGNANO,MELEGNANO,MI,0100533380,3380
01005,33730,"AG.S.GIULIANO MILANE","S.GIULIANO MILANESE",MI,0100533730,3730
01005,34070,AG.VIMERCATE,VIMERCATE,MI,0100534070,4070
01005,36590,"AG. CENTERGROSS","FUNO ARGELATO",BO,0100536590,6590
01005,36670,"AG.CASALECCHIO DI R.","CASALECCHIO DI RENO",BO,0100536670,6670
01005,37000,AG.RASTIGNANO,RASTIGNANO,BO,0100537000,7000
01005,37060,"FIL.S.GIOVANNI IN P.","S.GIOVANNI IN P.",BO,0100537060,7060
01005,37070,"FIL.S.LAZZARO DI S.","S.LAZZARO DI SAVENA",BO,0100537070,7070
01005,39550,AG.CIAMPINO,CIAMPINO,RM,0100539550,9550
01005,41590,FIL.NOICATTARO,NOICATTARO,BA,0100541590,1590
01005,47940,"AG.ACQUI TERME","ACQUI TERME",AL,0100547940,7940
01005,49630,AG.FIUMICINO,FIUMICINO,RM,0100549630,9630
01005,62660,AG.MONSELICE,MONSELICE,PD,0100562660,2660
01005,68010,"FIL.S.MAURO PASCOLI","S.MAURO PASCOLI",FC,0100568010,8010
01005,68870,"AG.CIVITANOVA MARCHE","CIVITANOVA MARCHE",MC,0100568870,8870
01005,69660,"AG.P.TO SAN GIORGIO","PORTO SAN GIORGIO",AP,0100569660,9660
01005,71130,AG.PONTEDERA,PONTEDERA,PI,0100571130,1130
01005,78910,AG.LIZZANO,LIZZANO,TA,0100578910,8910
01005,79520,FIL.CASARANO,CASARANO,LE,0100579520,9520
01005,81590,"AG.SIDERNO MARINA",SIDERNO,RC,0100581590,1590
01010,02400,"FIL. DI BOLOGNA",BOLOGNA,BO,0101002400,2400
01010,02401,"AG.P.ZZA RE ENZO",BOLOGNA,BO,0101002401,2401
01010,02402,"AG.V.LE REPUBBLICA",BOLOGNA,BO,0101002402,2402
01010,02403,"AG.V.LE REPUBBLICA",BOLOGNA,BO,0101002403,2403
01010,03400,"AG.NAPOLI CENTRO",NAPOLI,NA,0101003400,3400
01010,03429,"AG.N.29 NAPOLI",NAPOLI,NA,0101003429,3429
01010,03436,"VIA POMPEO",NAPOLI,NA,0101003436,3436
01010,03466,"AG.6 NAPOLI",NAPOLI,NA,0101003466,3466
01010,03476,AG.NAPOLI,NAPOLI,NA,0101003476,3476
01010,03492,"N.89 NAPOLI",NAPOLI,NA,0101003492,3492
01010,04000,"SEDE DI BARI",BARI,BA,0101004000,4000
01010,15703,"BANCO DI NAPOLI",FOGGIA,FG,0101015703,0003
01010,15720,"FOGGIA C.SOV.EMANUEL",FOGGIA,FG,0101015720,5720
01010,34100,"AG.NAPOLI CENTRO",NAPOLI,NA,0101034100,4100
01010,34629,"FIL.NAPOLI EST",NAPOLI,NA,0101034629,4629
01010,39751,AG.BOSCOREALE,BOSCOREALE,NA,0101039751,9751
01010,40160,"FIL.S.GIORGIO A CREM","S.GIORGIO A CREMANO",NA,0101040160,0160
01010,41355,"BARLETTA 03",BARLETTA,BT,0101041355,1355
01010,41481,"AG.GIOIA DEL COLLE","GIOIA DEL COLLE",BA,0101041481,1481
01010,41572,AG.MONOPOLI,MONOPOLI,LE,0101041572,1572
01010,42844,"AG.LAMEZIA TERME","LAMEZIA TERME",CZ,0101042844,2844
01010,67684,AG.MILANOFIORI,ASSAGO,MI,0101067684,7684
01010,74820,AG.CAPUA,CAPUA,CE,0101074820,4820
01010,76273,"NOCERA INFERIORE","NOCERA  INFERIORE",SA,0101076273,6273
01010,76300,AG.PADULA,PADULA,SA,0101076300,6300
01010,76910,"AG.GIULIANOVA LIDO",GIULIANOVA,TE,0101076910,6910
01010,78611,"SANNICANDRO GARGANIC",FOGGIA,FG,0101078611,8611
01010,79471,AG.CALIMERA,CALIMERA,LE,0101079471,9471
01010,79670,AG.GALLIPOLI,GALLIPOLI,LE,0101079670,9670
01010,79820,AG.NARDO',NARDO',NA,0101079820,9820
01010,81080,FIL.TREBISACCE,TREBISACCE,CZ,0101081080,1080
01010,81370,"AG.GIOIA TAURO","GIOIA TAURO",NA,0101081370,1370
01010,85380,FIL.SINISCOLA,SINISCOLA,NU,0101085380,5380
01010,89800,AG.CAPODRISE,CAPODRISE,CE,0101089800,9800
01015,03203,"AG.VIA TORREVECCHIA",ROMA,RM,0101503203,3203
01015,04800,"SEDE DI CAGLIARI",CAGLIARI,CA,0101504800,4800
01015,17303,"AG.N.1 NUORO",NUORO,NU,0101517303,7303
01020,01605,"AG.5 MILANO",MILANO,MI,0102001605,1605
01020,02000,AG.VENEZIA,VENEZIA,VE,0102002000,2000
01020,02099,AG.MESTRE,MESTRE,VE,0102002099,2099
01020,02400,"SEDE DI BOLOGNA",BOLOGNA,BO,0102002400,2400
01020,02401,"AG.VIA MATTEI",BOLOGNA,BO,0102002401,2401
01020,02403,"AG.2 VIA STOPPATO",BOLOGNA,BO,0102002403,2403
01020,03208,"AG.8 ROMA",ROMA,RM,0102003208,3208
01020,03213,"AG.13 ROMA",ROMA,RM,0102003213,3213
01020,11700,"VR-C.SO P.TA NUOVA",VERONA,VR,0102011700,1700
01020,12701,"PARMA AG. N. 2",PARMA,PR,0102012701,2701
01020,12702,"AG.PARMA N.3",PARMA,PR,0102012702,2702
01020,16916,"AG. N.15 CATANIA",CATANIA,CT,0102016916,6916
01020,16933,"AG.CATANIA N.32",CATANIA,CT,0102016933,6933
01020,16954,UNIVERSITA',CATANIA,CT,0102016954,6954
01020,17105,"FIL. 5",SIRACUSA,SR,0102017105,7105
01020,84320,AG.VIZZINI,VIZZINI,CT,0102084320,4320
01025,01010,"AG.10 C.SO CASALE",TORINO,TO,0102501010,1010
01025,01401,AG.SAMPIERDARENA,GENOVA,GE,0102501401,1401
01025,01412,"AGENZIA 18 GENOVA",GENOVA,GE,0102501412,1412
01025,01417,"AG.16 GENOVA",GENOVA,GE,0102501417,1417
01025,01424,"AG.VIA XII OTTOBRE 2",GENOVA,GE,0102501424,1424
01025,01601,"V.LE MONZA 118",MILANO,MI,0102501601,1601
01025,01604,"AG.4 MILANO",MILANO,MI,0102501604,1604
01025,01605,"FIL.MILANO AG.5",MILANO,MI,0102501605,1605
01025,01616,"FIL.14 VIA HOEPLI,10",MILANO,MI,0102501616,1616
01025,01623,"AG.20 MILANO",MILANO,MI,0102501623,1623
01025,01629,"AG.27 MILANO",MILANO,MI,0102501629,1629
01025,02400,"SEDE DI BOLOGNA",BOLOGNA,BO,0102502400,2400
01025,02401,"AG.4 VIA E.PONENTE",BOLOGNA,BO,0102502401,2401
01025,02402,"P.ZZA TRENTO TRIESTE",BOLOGNA,BO,0102502402,2402
01025,02403,"AG.2 VIA BARBERIA",BOLOGNA,BO,0102502403,2403
01025,02404,"AG.VIA DAGNINI",BOLOGNA,BO,0102502404,2404
01025,02406,"AG.5 VIA RIZZOLI",BOLOGNA,BO,0102502406,2406
01025,02409,"AGENZIA N.7 BO",BOLOGNA,BO,0102502409,2409
01025,02599,"AG.STAZIONE F.S.",BOLOGNA,BO,0102502599,2599
01025,03040,AG.ALPIGNANO,TORINO,TO,0102503040,3040
01025,03200,"SEDE DI ROMA",ROMA,RM,0102503200,3200
01025,03202,"AG.MONTE SACRO",ROMA,RM,0102503202,3202
01025,03212,"FIL.V.DELLE GONDOLE",ROMA,RM,0102503212,3212
01025,03213,"FIL. ROMA 22",ROMA,RM,0102503213,3213
01025,03214,FIL.ROMA,ROMA,RM,0102503214,3214
01025,03221,"AG.N.21 ROMA",ROMA,RM,0102503221,3221
01025,03222,"AG.N.18 ROMA",ROMA,RM,0102503222,3222
01025,03223,"AG.N.19 ROMA",ROMA,RM,0102503223,3223
01025,03224,"P.ZZA MALATESTA",ROMA,RM,0102503224,3224
01025,03225,"AG.N.31 ROMA",ROMA,RM,0102503225,3225
01025,03228,"AG.N.30 ROMA",ROMA,RM,0102503228,3228
01025,03234,"AG.N.34 ROMA",ROMA,RM,0102503234,3234
01025,10200,FIL.CUNEO,CUNEO,CN,0102510200,0200
01025,11302,"AG.VIA RISMONDO 2",PAVIA,PV,0102511302,1302
01025,11401,"AG.C.SO GARIBALDI 23",CREMONA,CR,0102511401,1401
01025,12700,"AG.PARMA V.FARINI 17",PARMA,PR,0102512700,2700
01025,12704,"AG.PARMA VIA FARINI",PARMA,PR,0102512704,2704
01025,12900,"FILIALE DI MODENA",MODENA,MO,0102512900,2900
01025,12901,"FILIALE MODENA",MODENA,MO,0102512901,2901
01025,14100,"AG.REGGIO EMILIA","REGGIO EMILIA",RE,0102514100,4100
01025,15802,"AG.1 TARANTO",TARANTO,TA,0102515802,5802
01025,16500,FIL.MESSINA,MESSINA,ME,0102516500,6500
01025,16501,"AG.1 STAZ.CENTRALE",MESSINA,ME,0102516501,6501
01025,17201,FIL.SASSARI,SASSARI,SS,0102517201,7201
01025,20300,"SEDI DI LODI",LODI,MI,0102520300,0300
01025,21700,AG.FOLIGNO,FOLIGNO,PG,0102521700,1700
01025,21900,FIL.MARINO,MARINO,RM,0102521900,1900
01025,22000,AG.POMEZIA,POMEZIA,RM,0102522000,2000
01025,30110,"AG.BORGARO TORINESE","BORGARO TORINESE",TO,0102530110,0110
01025,30652,AG.NICHELINO,NICHELINO,TO,0102530652,0652
01025,31870,AG.BUSALLA,BUSSALLA,GE,0102531870,1870
01025,33031,AG.CORSICO,CORSICO,MI,0102533031,3031
01025,33380,"FIL. MELEGNANO",MELEGNANO,MI,0102533380,3380
01025,33550,FIL.PAULLO,PAULLO,MI,0102533550,3550
01025,33850,FIL.SETTALA,SETTALA,MI,0102533850,3850
01025,36670,"CASALECCHIO DI RENO","CASALECCHIO DI RENO",BO,0102536670,6670
01025,36760,FIL.CASTENASO,CASTENASO,BO,0102536760,6760
01025,37070,"FIL.DI SAN LAZZARO","SAN LAZZARO DI SAVEN",BO,0102537070,7070
01025,37130,"FILIALE ZOLA PREDOSA",BOLOGNA,BO,0102537130,7130
01025,38140,FIL.VAIANO,PRATO,FI,0102538140,8140
01025,39150,AG.TIBURTINA,"SETTEVILLE GUIDONIA",RM,0102539150,9150
01025,41350,AG.BARLETTA,BARLETTA,BA,0102541350,1350
01025,46770,AG.SALUZZO,SALUZZO,CN,0102546770,6770
01025,47960,"AG.ARQUATA SCRIVIA","ARQUATA SCRIVIA",AL,0102547960,7960
01025,53700,AG.VERBELLO,VERBELLO,BG,0102553700,3700
01025,59770,AG.PERUGIA,PERUGIA,PG,0102559770,9770
01025,61440,"FIL.SOTTO IL MONTE","SOTTO IL MONTE GIOV",BG,0102561440,1440
01025,67060,AG.SPILAMBERTO,SPILAMBERTO,MO,0102567060,7060
01025,70350,FIL.SORDIO,SORDIO,MI,0102570350,0350
01025,73970,FIL.FONDI,FONDI,LT,0102573970,3970
01025,73980,FIL.FORMIA,FORMIA,LT,0102573980,3980
01025,78450,AG.MANFREDONIA,MANFREDONIA,FG,0102578450,8450
01025,79381,AG.FORMIA,FORMIA,LT,0102579381,9381
01025,82880,"FIL.DI CANICATTI'",CANICATTI',AG,0102582880,2880
01030,01001,TORINO,TORINO,TO,0103001001,1001
01030,01005,"AG.6 VIA DI NANNI 65",TORINO,TO,0103001005,1005
01030,01012,"AGENZIA 9 TORINO",TORINO,TO,0103001012,1012
01030,01401,"GENOVA AG.1",GENOVA,GE,0103001401,1401
01030,01624,"AG.24 MI VIA MANZONI",MILANO,MI,0103001624,1624
01030,02400,"SUCC.DI BOLOGNA",BOLOGNA,BO,0103002400,2400
01030,02401,"AG.VIA SAFFI",BOLOGNA,BO,0103002401,2401
01030,02402,"AG.V.LE REPUBBLICA",BOLOGNA,BO,0103002402,2402
01030,02403,"AG.VIA TOSCANA",BOLOGNA,BO,0103002403,2403
01030,02404,"AG.VIA DELLA BARCA",BOLOGNA,BO,0103002404,2404
01030,02406,"AG.VIA MASSARENTI",BOLOGNA,BO,0103002406,2406
01030,02407,"AG.N.6 BOLOGNA",BOLOGNA,BO,0103002407,2407
01030,02408,"AG.VIA RIVA RENO",BOLOGNA,BO,0103002408,2408
01030,02411,"BOLOGNA INDIPENDENZA",BOLOGNA,BO,0103002411,2411
01030,02412,"AG.15 BOLOGNA",BOLOGNA,BO,0103002412,0412
01030,02413,"AG. VIA CAPRARIE",BOLOGNA,BO,0103002413,2413
01030,02414,"BOLOGNA MASSARENTI",BOLOGNA,BO,0103002414,2414
01030,02415,"BOLOGNA VIA LAVORO",BOLOGNA,BO,0103002415,2415
01030,02416,"BOLOGNA VIA DUSE",BOLOGNA,BO,0103002416,2416
01030,02417,"AG. VIA EMILIA PONEN",BOLOGNA,BO,0103002417,2417
01030,02430,"BOLOGNA-VIA ZAMBONI",BOLOGNA,BO,0103002430,2430
01030,02431,"BOLOGNA-P.TA MASCARE",BOLOGNA,BO,0103002431,2431
01030,02432,"BOLOGNA-P.ZZA TRIBUN",BOLOGNA,BO,0103002432,2432
01030,02433,"BOLOGNA VIA TURATI",BOLOGNA,BO,0103002433,2433
01030,02435,"BOLOGNA VIA SARDEGNA",BOLOGNA,BO,0103002435,2435
01030,02436,"BOLOGNA VIA MATTEOTT",BOLOGNA,BO,0103002436,2436
01030,02594,"BOLOGNA DAGNINI",BOLOGNA,BO,0103002594,2594
01030,02600,"SEDE DI ANCONA",ANCONA,AN,0103002600,2600
01030,02800,"SEDE DI FIRENZE",FIRENZE,FI,0103002800,2800
01030,02811,"FIRENZE AG.N.11",FIRENZE,FI,0103002811,2811
01030,02812,"AG.12 FIRENZE",FIRENZE,FI,0103002812,2812
01030,03002,"FIL.PERUGIA N.2",PERUGIA,PG,0103003002,3002
01030,03200,"SEDE ROMA",ROMA,RM,0103003200,3200
01030,03206,"AG.N.6 ROMA",ROMA,RM,0103003206,3206
01030,03207,"AG.N.7 ROMA",ROMA,RM,0103003207,3207
01030,03220,"AG.N.20 ROMA",ROMA,RM,0103003220,3220
01030,03247,"AG.47 ROMA",ROMA,RM,0103003247,3247
01030,04000,"AG.BARI V.N. DELL'AR",BARI,BA,0103004000,4000
01030,04601,"AG.1 PALERMO",PALERMO,PA,0103004601,4601
01030,11501,AG.MANTOVA,MANTOVA,MN,0103011501,1501
01030,11504,"MANTOVA-VIA VENETO",MANTOVA,MN,0103011504,1504
01030,11505,"MANTOVA AGENZIA N.5",MANTOVA,MN,0103011505,1505
01030,11508,"MANTOVA AG.N.6",MANTOVA,MN,0103011508,1508
01030,11509,"MANTOVA-VITTORIO EMA",MANTOVA,MN,0103011509,1509
01030,11702,"AG.VERONA V.FINCATO",VERONA,VR,0103011702,1702
01030,12105,"PADOVA AG.5",PADOVA,PD,0103012105,2105
01030,12600,"SEDE  PIACENZA",PIACENZA,PC,0103012600,2600
01030,12602,"PIACENZA AGENZIA N.2",PIACENZA,PC,0103012602,2602
01030,12700,FIL.PARMA,PARMA,PR,0103012700,2700
01030,12704,"PARMA AG.N.5",PARMA,PR,0103012704,2704
01030,12802,"AG.REGGIO EMILIA","REGGIO EMILIA",RE,0103012802,2802
01030,12803,"AG.REGGIO EMILIA","REGGIO EMILIA",RE,0103012803,2803
01030,12807,"AG.REGGIO EMILIA","REGGIO EMILIA",RE,0103012807,2807
01030,12810,"AG.REGGIO EMILIA","REGGIO EMILIA",RE,0103012810,2810
01030,12904,"AG.879 MODENA",MODENA,MO,0103012904,2904
01030,13000,"AG. DI FERRARA",FERRARA,FE,0103013000,3000
01030,13004,"FERRARA AG.2",FERRARA,FE,0103013004,3004
01030,13006,AG.FERRARA,FERRARA,FE,0103013006,3006
01030,13100,AG.RAVENNA,RAVENNA,RA,0103013100,3100
01030,13101,AG.RAVENNA,RAVENNA,RA,0103013101,3101
01030,13200,AG.FORLI',FORLI',FC,0103013200,3200
01030,13900,AG.LIVORNO,LIVORNO,LI,0103013900,3900
01030,14000,AG.PISA,PISA,PI,0103014000,4000
01030,14239,"PROMOZIONE FINANZIAR",SIENA,SI,0103014239,4239
01030,14400,FIL.TERNI,TERNI,TR,0103014400,4400
01030,14403,"FIL.TERNI AG.3",TERNI,TR,0103014403,4403
01030,14600,"AG.N.1 RIETI",RIETI,RI,0103014600,4600
01030,16701,"AG.1 CALTANISETTA",CALTANISETTA,CT,0103016701,6701
01030,16901,"AG.V.LE AFRICA 22",CATANIA,CT,0103016901,6901
01030,21001,"IMOLA AG.1",IMOLA,BO,0103021001,1001
01030,21200,AG.IESI,IESI,AN,0103021200,1200
01030,21301,AG.SENIGALLIA,SENIGALLIA,AN,0103021301,1301
01030,23401,AG.CENTO,CENTO,FE,0103023401,3401
01030,23500,AG.COMACCHIO,COMACCHIO,FE,0103023500,3500
01030,23703,AG.FAENZA,FAENZA,RA,0103023703,3703
01030,23706,"AG.N.1 FAENZA",FAENZA,RA,0103023706,3706
01030,23801,AG.LUGO,LUGO,RA,0103023801,3801
01030,23901,"CESENA AG.1",CESENA,FC,0103023901,3901
01030,23902,"CESENA AG.N.2",CESENA,FC,0103023902,3902
01030,23903,AG.CESENA,CESENA,FC,0103023903,3903
01030,24200,"FIL. RIMINI",RIMINI,RN,0103024200,4200
01030,24201,"RIMINI AG.N.1",RIMINI,RN,0103024201,4201
01030,25503,FIL.TORRENIERI,TORRENIERI,SI,0103025503,5503
01030,31950,AG.CHIAVARI,CHIAVARI,GE,0103031950,1950
01030,36610,BAZZANO,BAZZANO,BO,0103036610,6610
01030,36640,AG.BUDRIO,BUDRIO,BO,0103036640,6640
01030,36641,MEZZOLARA,MEZZOLARA-BUDRIO,BO,0103036641,6641
01030,36650,"CALDERARA DI RENO","CALDERARA DI RENO",BO,0103036650,6650
01030,36670,CASALECCHIO-BARACCA,"CASALECCHIO DI RENO",BO,0103036670,6670
01030,36671,CASALECCHIO-CARDUCCI,"CASALECCHIO DI RENO",BO,0103036671,6671
01030,36672,"CASALECCHIO-AG. 2","CASALECCHIO DI RENO",BO,0103036672,6672
01030,36673,"CASALECCHIO-AG. 3","CASALECCHIO DI RENO",BO,0103036673,6673
01030,36740,"TREBBO DI RENO","TREBBO DI RENO",BO,0103036740,6740
01030,36741,"CASTEL MAGGIORE","CASTEL MAGGIORE",BO,0103036741,6741
01030,36750,"AG.CASTEL S.PIETRO T","CASTEL S.PIETRO TERM",BO,0103036750,6750
01030,36760,AG.CASTENASO,CASTENASO,BO,0103036760,6760
01030,36880,ALTEDO,ALTEDO,BO,0103036880,6880
01030,36900,FIL.MEDICINA,MEDICINA,BO,0103036900,6900
01030,36990,"AG.OZZANO EMILIA","OZZANO EMILIA",BO,0103036990,6990
01030,37000,PIANORO,PIANORO,BO,0103037000,7000
01030,37001,"AG.S.LAZZARO DI S.","S.LAZZARO DI SAVENA",BO,0103037001,7001
01030,37020,"PORRETTA TERME","PORRETTA TERME",BO,0103037020,7020
01030,37061,"S.GIOVANNI IN PERSIC","S.GIOVANNI IN PERSIC",BO,0103037061,7061
01030,37070,"S.LAZZARO-VIA EMILIA","S.LAZZARO DI SAVENA",BO,0103037070,7070
01030,37071,S.LAZZARO-REPUBBLICA,"S.LAZZARO DI SAVENA",BO,0103037071,7071
01030,37100,"SASSO MARCONI","SASSO MARCONI",BO,0103037100,7100
01030,37130,"ZOLA PREDOSA","ZOLA PREDOSA",BO,0103037130,7130
01030,37751,"AG.BORGO S.LORENZO","BORGO SAN LORENZO",FI,0103037751,7751
01030,37752,"AG.BORGO S.LORENZO","BORGO S.LORENZO",FI,0103037752,7752
01030,38084,"SCANDICCI AG.N.2",SCANDICCI,FI,0103038084,8084
01030,38280,"BASTIA UMBRA",PERUGIA,PG,0103038280,8280
01030,38740,AG.UMBERTIDE,UMBERTIDE,PG,0103038740,8740
01030,39100,FIL.FRASCATI,FRASCATI,RM,0103039100,9100
01030,39551,AG.CIAMPINO,CIAMPINO,RM,0103039551,9551
01030,39740,"AG.BARANO D'ISCHIA","BARANO D'ISCHIA",BO,0103039740,9740
01030,40090,AG.PORTICI,PORTICI,NA,0103040090,0090
01030,41590,AG.NOICATTARO,NOICATTARO,BA,0103041590,1590
01030,57540,"AG.CASTEL D'ARIO","CASTEL D'ARIO",MN,0103057540,7540
01030,57590,AG.CERESARA,CERESARA,MN,0103057590,7590
01030,57610,"CURTATONE-VIA ROMA",CURTATONE,MN,0103057610,7610
01030,57615,AG.BUSCOLDO,BUSCOLDO,MN,0103057615,7615
01030,57619,AG.LEVATA,LEVATA,MN,0103057619,7619
01030,57640,"AG.GAZOLDO DEGLI IPP","GAZOLDO DEGLI IPPOLI",MN,0103057640,7640
01030,57740,AG.MONZAMBANO,MONZAMBANO,MN,0103057740,7740
01030,57790,"AG.POGGIO RUSCO","POGGIO RUSCO",MN,0103057790,7790
01030,57800,AG.POMPONESCO,POMPONESCO,MN,0103057800,7800
01030,57820,"AG.PORTO MANTOVANO","PORTO MANTOVANO",MN,0103057820,7820
01030,57888,"AG.RIVALTA SUL MINCI",RODIGO,MN,0103057888,7888
01030,57920,"AG.S.BENEDETTO PO","S.BENEDETTO PO",MN,0103057920,7920
01030,57940,"AG.S.GIOVANNI DEL DO","S.GIOVANNI DEL DOSSO",MN,0103057940,7940
01030,58010,AG.SUZZARA,SUZZARA,MN,0103058010,8010
01030,58030,AG.VILLIMPENTA,VILLIMPENTA,MN,0103058030,8030
